,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location
498,2023,SE,FT,Data Engineer,113750,US,0,US
499,2023,SE,FT,Data Engineer,165000,US,0,US
500,2023,SE,FT,Data Engineer,132300,US,0,US
501,2023,SE,FT,Data Scientist,225000,US,0,US
502,2023,SE,FT,Data Scientist,175000,US,0,US
503,2023,SE,FT,Data Engineer,230000,US,0,US
504,2023,SE,FT,Data Engineer,124500,US,0,US
505,2023,SE,FT,Machine Learning Engineer,247500,US,0,US
506,2023,SE,FT,Machine Learning Engineer,172200,US,0,US
507,2023,SE,FT,Data Analyst,175000,US,0,US
508,2023,SE,FT,Data Analyst,145000,US,0,US
509,2023,SE,FT,Data Analyst,148700,US,0,US
510,2023,SE,FT,Data Analyst,125600,US,0,US
511,2023,SE,FT,Data Engineer,145000,US,0,US
512,2023,SE,FT,Data Engineer,115000,US,0,US
513,2023,SE,FT,Research Scientist,200000,US,0,US
514,2023,SE,FT,Research Scientist,150000,US,0,US
515,2023,EN,FT,Research Engineer,160000,US,0,US
516,2023,EN,FT,Research Engineer,120000,US,0,US
517,2023,SE,FT,Data Analyst,185000,US,100,US
518,2023,SE,FT,Data Analyst,120250,US,100,US
519,2023,SE,FT,Data Scientist,275300,US,100,US
520,2023,SE,FT,Data Scientist,183000,US,100,US
521,2023,SE,FT,Data Architect,170000,US,100,US
522,2023,SE,FT,Data Architect,125000,US,100,US
523,2023,MI,FT,Data Architect,167500,US,0,US
524,2023,MI,FT,Data Architect,106500,US,0,US
525,2023,SE,FT,Research Scientist,250000,US,0,US
526,2023,SE,FT,Research Scientist,200000,US,0,US
527,2023,MI,FT,Machine Learning Engineer,135000,US,50,US
528,2023,SE,FT,AI Scientist,423834,IL,0,IL
529,2023,SE,FT,Machine Learning Engineer,216000,US,100,US
530,2023,SE,FT,Machine Learning Engineer,184000,US,100,US
531,2023,SE,FT,Data Engineer,180000,US,100,US
532,2023,SE,FT,Data Engineer,165000,US,100,US
533,2023,SE,FT,Data Scientist,185900,US,0,US
534,2023,SE,FT,Data Scientist,129300,US,0,US
535,2023,SE,FT,Data Engineer,145000,US,0,US
536,2023,SE,FT,Data Engineer,120000,US,0,US
537,2023,MI,FT,Data Engineer,143865,US,0,US
538,2023,MI,FT,Data Engineer,115092,US,0,US
539,2023,MI,FT,Machine Learning Engineer,130000,US,0,US
540,2023,MI,FT,Machine Learning Engineer,90000,US,0,US
541,2023,SE,FT,Data Scientist,173000,US,100,US
542,2023,SE,FT,Data Scientist,132000,US,100,US
543,2023,SE,FT,Data Analyst,208049,US,0,US
544,2023,SE,FT,Data Analyst,128500,US,0,US
545,2023,SE,FT,Analytics Engineer,179820,US,0,US
546,2023,SE,FT,Analytics Engineer,143860,US,0,US
547,2023,SE,FT,Data Engineer,167500,US,0,US
548,2023,SE,FT,Data Engineer,106500,US,0,US
549,2023,SE,FT,Data Scientist,275300,US,100,US
550,2023,SE,FT,Data Scientist,183500,US,100,US
551,2023,MI,FT,Data Engineer,149600,US,0,US
552,2023,MI,FT,Data Engineer,102000,US,0,US
553,2023,EX,FT,Data Scientist,145000,US,0,US
554,2023,EX,FT,Data Scientist,100000,US,0,US
555,2023,SE,FT,Data Analyst,190000,US,100,US
556,2023,SE,FT,Data Analyst,95000,US,100,US
557,2023,SE,FT,Data Analyst,153600,US,0,US
558,2023,SE,FT,Data Analyst,106800,US,0,US
559,2023,MI,FT,Data Scientist,96578,IE,0,IE
560,2023,MI,FT,Data Scientist,80481,IE,0,IE
561,2023,MI,FT,Data Analyst,128000,US,0,US
562,2023,MI,FT,Data Analyst,85000,US,0,US
563,2023,MI,FT,Data Engineer,151000,US,0,US
564,2023,MI,FT,Data Engineer,140000,US,0,US
565,2023,SE,FT,Data Scientist,275300,US,100,US
566,2023,SE,FT,Data Scientist,183500,US,100,US
567,2023,SE,FT,Machine Learning Scientist,220000,US,0,US
568,2023,SE,FT,Machine Learning Scientist,170000,US,0,US
569,2023,SE,FT,Data Analyst,135000,US,0,US
570,2023,SE,FT,Data Analyst,105500,US,0,US
571,2023,SE,FT,Data Analyst,100000,US,100,US
572,2023,SE,FT,Data Analyst,80000,US,100,US
573,2023,EN,FT,Autonomous Vehicle Technician,7000,GH,0,GH
574,2023,EN,FT,Applied Machine Learning Scientist,42923,DE,50,DE
575,2023,SE,FT,Data Engineer,160000,CA,100,CA
576,2023,SE,FT,Data Engineer,145000,CA,100,CA
577,2023,MI,FT,Data Analyst,154000,US,0,US
578,2023,MI,FT,Data Analyst,143000,US,0,US
579,2023,MI,FT,Data Scientist,78990,GB,0,GB
580,2023,MI,FT,Data Scientist,51039,GB,0,GB
581,2023,EN,FT,Data Scientist,190000,US,0,US
582,2023,EN,FT,Data Scientist,120000,US,0,US
583,2023,MI,FT,Data Scientist,85066,GB,0,GB
584,2023,MI,FT,Data Scientist,51039,GB,0,GB
585,2023,MI,FT,Data Scientist,109371,GB,0,GB
586,2023,MI,FT,Data Scientist,72914,GB,0,GB
587,2023,SE,FT,Data Engineer,150000,US,0,US
588,2023,SE,FT,Data Engineer,111000,US,0,US
589,2023,EX,FT,Data Engineer,265000,US,0,US
590,2023,EX,FT,Data Engineer,235000,US,0,US
591,2023,EN,FT,Data Scientist,121093,CH,50,CH
592,2022,MI,FT,Data Scientist,73546,DE,100,DE
593,2023,SE,FT,Data Engineer,160000,US,100,US
594,2023,SE,FT,Data Engineer,130000,US,100,US
595,2023,MI,FT,Data Engineer,75000,US,100,US
596,2023,MI,FT,Data Engineer,60400,US,100,US
597,2023,EN,FT,Data Analyst,85000,US,100,US
598,2023,EN,FT,Data Analyst,75000,US,100,US
599,2023,SE,FT,Data Engineer,252000,US,0,US
600,2023,SE,FT,Data Engineer,129000,US,0,US
601,2023,EN,FT,Data Engineer,92700,US,100,US
602,2023,EN,FT,Data Engineer,61800,US,100,US
603,2022,SE,FT,Lead Data Scientist,172309,IE,100,IE
604,2023,MI,FT,Data Scientist,60093,AT,100,DE
605,2023,MI,FT,Data Analyst,83500,US,100,US
606,2023,MI,FT,Data Analyst,52500,US,100,US
607,2023,SE,FT,Data Scientist,201036,US,0,US
608,2023,SE,FT,Data Scientist,134024,US,0,US
609,2023,SE,FT,Data Analyst,165000,US,100,US
610,2023,SE,FT,Data Analyst,140000,US,100,US
611,2023,EN,FT,Data Engineer,62000,US,100,US
612,2023,EN,FT,Data Engineer,58000,US,100,US
613,2023,SE,FT,Data Scientist,172000,US,0,US
614,2023,SE,FT,Data Scientist,115000,US,0,US
615,2023,EN,FT,Data Engineer,125000,US,0,US
616,2023,EN,FT,Data Engineer,90000,US,0,US
617,2023,SE,FT,Data Engineer,163800,US,0,US
618,2023,SE,FT,Data Engineer,126000,US,0,US
619,2023,SE,FT,Data Scientist,237000,US,100,US
620,2023,SE,FT,Data Scientist,145000,US,100,US
621,2023,MI,FT,Data Engineer,90000,US,100,US
622,2023,MI,FT,Data Engineer,90000,US,100,US
623,2023,SE,FT,Data Engineer,139500,US,0,US
624,2023,SE,FT,Data Engineer,109400,US,0,US
625,2023,SE,FT,Data Scientist,258000,CA,0,CA
626,2023,SE,FT,Data Scientist,190000,CA,0,CA
627,2023,MI,FT,Data Engineer,145000,US,0,US
628,2023,MI,FT,Data Engineer,120000,US,0,US
629,2023,SE,FT,Data Engineer,205600,US,0,US
630,2023,SE,FT,Data Engineer,105700,US,0,US
631,2023,SE,FT,Data Engineer,252000,US,0,US
632,2023,SE,FT,Data Engineer,129000,US,0,US
633,2023,SE,FT,Data Scientist,239748,US,0,US
634,2023,SE,FT,Data Scientist,159832,US,0,US
635,2023,SE,FT,Data Scientist,186300,US,100,US
636,2023,SE,FT,Data Scientist,102500,US,100,US
637,2023,SE,FT,Data Engineer,165000,US,0,US
638,2023,SE,FT,Data Engineer,132300,US,0,US
639,2023,SE,FT,Data Scientist,190000,US,0,US
640,2023,SE,FT,Data Scientist,126000,US,0,US
641,2023,SE,FT,Data Architect,149040,US,100,US
642,2023,SE,FT,Data Architect,113900,US,100,US
643,2023,SE,FT,Data Engineer,153600,US,100,US
644,2023,SE,FT,Data Engineer,106800,US,100,US
645,2023,SE,FT,Data Engineer,172600,US,100,US
646,2023,SE,FT,Data Engineer,107900,US,100,US
647,2023,SE,FT,Data Analyst,180180,US,0,US
648,2023,SE,FT,Data Analyst,106020,US,0,US
649,2023,SE,FT,Data Architect,376080,US,100,US
650,2023,SE,FT,Data Architect,213120,US,100,US
651,2023,SE,FT,Data Analyst,153600,US,0,US
652,2023,SE,FT,Data Analyst,100500,US,0,US
653,2023,SE,FT,Data Analyst,206500,US,100,US
654,2023,SE,FT,Data Analyst,121600,US,100,US
655,2023,SE,FT,Data Engineer,260000,US,0,US
656,2023,SE,FT,Data Engineer,225000,US,0,US
657,2023,EX,FT,Data Engineer,194500,US,0,US
658,2023,EX,FT,Data Engineer,115500,US,0,US
659,2023,SE,FT,Cloud Database Engineer,170000,US,100,US
660,2023,SE,FT,Applied Machine Learning Scientist,90000,US,100,US
661,2023,EN,FT,Data Analyst,95000,US,100,US
662,2023,EN,FT,Data Analyst,70000,US,100,US
663,2023,SE,FT,Data Engineer,275000,US,0,US
664,2023,SE,FT,Data Engineer,160000,US,0,US
665,2023,SE,FT,Data Analyst,115934,US,100,US
666,2023,SE,FT,Data Analyst,81666,US,100,US
667,2023,SE,FT,Data Scientist,175000,US,0,US
668,2023,SE,FT,Data Scientist,120000,US,0,US
669,2023,SE,FT,Machine Learning Engineer,150000,US,100,US
670,2023,SE,FT,Machine Learning Engineer,120000,US,100,US
671,2023,SE,FT,Research Engineer,200000,US,0,US
672,2023,SE,FT,Research Engineer,175000,US,0,US
673,2023,MI,FT,Data Analyst,206000,US,0,US
674,2023,MI,FT,Data Analyst,130000,US,0,US
675,2023,SE,FT,Data Architect,138000,GB,100,GB
676,2023,SE,FT,Data Architect,92000,GB,100,GB
677,2023,SE,FT,Data Manager,65000,CO,0,CO
678,2023,SE,FT,Data Manager,48000,CO,0,CO
679,2023,SE,FT,Data Analyst,110000,US,100,US
680,2023,SE,FT,Data Analyst,75000,US,100,US
681,2023,SE,FT,Analytics Engineer,130000,US,0,US
682,2023,SE,FT,Analytics Engineer,87000,US,0,US
683,2023,MI,FT,Data Analyst,160000,US,0,US
684,2023,MI,FT,Data Analyst,112000,US,0,US
685,2023,MI,FT,Data Engineer,162500,US,0,US
686,2023,MI,FT,Data Engineer,130000,US,0,US
687,2023,SE,FT,Data Science Manager,299500,US,0,US
688,2023,SE,FT,Data Science Manager,245100,US,0,US
689,2023,MI,FT,Data Scientist,145000,US,0,US
690,2023,MI,FT,Data Scientist,100000,US,0,US
691,2023,SE,FT,Data Engineer,147100,US,0,US
692,2023,SE,FT,Data Engineer,90700,US,0,US
693,2023,EN,FT,Data Engineer,115100,US,0,US
694,2023,EN,FT,Data Engineer,73900,US,0,US
695,2023,SE,FT,Data Engineer,168400,US,0,US
696,2023,SE,FT,Data Engineer,105200,US,0,US
697,2023,SE,FT,Data Scientist,210000,US,0,US
698,2023,SE,FT,Data Scientist,160000,US,0,US
699,2023,MI,FT,Data Scientist,145000,US,0,US
700,2023,MI,FT,Data Scientist,100000,US,0,US
701,2023,SE,FT,Applied Scientist,222200,US,0,US
702,2023,SE,FT,Applied Scientist,136000,US,0,US
703,2023,MI,FT,Data Analyst,100000,US,0,US
704,2023,MI,FT,Data Analyst,85000,US,0,US
705,2023,MI,FT,Data Engineer,85066,GB,100,GB
706,2023,MI,FT,Data Engineer,57723,GB,100,GB
707,2023,EX,FT,Data Scientist,200000,US,0,US
708,2023,EX,FT,Data Scientist,145000,US,0,US
709,2023,MI,FT,Data Engineer,140000,US,0,US
710,2023,MI,FT,Data Engineer,95000,US,0,US
711,2023,SE,FT,Data Analyst,185000,US,100,US
712,2023,SE,FT,Data Analyst,120250,US,100,US
713,2023,MI,FT,Financial Data Analyst,130000,US,100,US
714,2023,SE,FT,Data Scientist,205000,US,0,US
715,2023,SE,FT,Data Scientist,140000,US,0,US
716,2023,SE,FT,Data Scientist,297300,US,100,US
717,2023,SE,FT,Data Scientist,198200,US,100,US
718,2023,SE,FT,Research Scientist,141288,US,0,US
719,2023,SE,FT,Research Scientist,94192,US,0,US
720,2023,SE,FT,Data Infrastructure Engineer,184000,US,100,US
721,2023,SE,FT,Data Infrastructure Engineer,143000,US,100,US
722,2023,SE,FT,Data Analyst,70000,US,0,US
723,2023,SE,FT,Data Analyst,55000,US,0,US
724,2023,SE,FT,Analytics Engineer,275300,US,100,US
725,2023,SE,FT,Analytics Engineer,183500,US,100,US
726,2023,MI,FT,Data Analyst,75000,US,100,US
727,2023,MI,FT,Data Analyst,65000,US,100,US
728,2023,MI,FT,ML Engineer,160000,US,0,US
729,2023,MI,FT,ML Engineer,147000,US,0,US
730,2023,SE,FT,Data Architect,149040,US,100,US
731,2023,SE,FT,Data Architect,113900,US,100,US
732,2023,MI,FT,Software Data Engineer,75020,SG,100,SG
733,2023,SE,FT,Data Analyst,180180,US,0,US
734,2023,SE,FT,Data Analyst,106020,US,0,US
735,2023,MI,FT,Data Scientist,17022,IN,100,IN
736,2023,EN,FT,AI Programmer,70000,IN,0,AU
737,2023,EN,FT,AI Developer,80000,SE,50,SE
738,2023,MI,FT,Lead Data Analyst,18238,IN,50,IN
739,2023,MI,FT,Machine Learning Engineer,250000,US,0,US
740,2023,MI,FT,Machine Learning Engineer,150000,US,0,US
741,2023,SE,FT,Data Engineer,139500,US,0,US
742,2023,SE,FT,Data Engineer,109400,US,0,US
743,2023,SE,FT,Data Scientist,105000,US,0,US
744,2023,SE,FT,Data Scientist,70000,US,0,US
745,2023,EX,FT,Data Engineer,210914,US,100,US
746,2023,EX,FT,Data Engineer,116704,US,100,US
747,2023,EN,FT,Research Scientist,150000,US,0,US
748,2023,EN,FT,Research Scientist,100000,US,0,US
749,2023,SE,FT,Data Engineer,146000,US,0,US
750,2023,SE,FT,Data Engineer,75000,US,0,US
751,2023,EN,FT,Data Analyst,75000,US,100,US
752,2023,EN,FT,Data Analyst,60000,US,100,US
753,2023,MI,FT,Analytics Engineer,185700,US,0,US
754,2023,MI,FT,Analytics Engineer,165000,US,0,US
755,2023,SE,FT,Data Engineer,160000,US,100,US
756,2023,SE,FT,Data Engineer,130000,US,100,US
757,2023,SE,FT,Data Analyst,169000,US,0,US
758,2023,SE,FT,Data Analyst,110600,US,0,US
759,2023,SE,FT,Data Operations Engineer,193000,US,100,US
760,2023,SE,FT,Data Operations Engineer,136850,US,100,US
761,2023,SE,FT,Machine Learning Engineer,139500,US,0,US
762,2023,SE,FT,Machine Learning Engineer,109400,US,0,US
763,2023,SE,FT,Data Engineer,276000,US,100,US
764,2023,SE,FT,Data Engineer,178500,US,100,US
765,2023,MI,FT,Data Scientist,59020,ES,0,ES
766,2023,MI,FT,Data Scientist,48289,ES,0,ES
767,2023,MI,FT,Data Engineer,75116,SI,100,SI
768,2023,MI,FT,Data Engineer,48289,SI,100,SI
769,2023,SE,FT,Machine Learning Engineer,195652,GB,0,GB
770,2023,SE,FT,Machine Learning Engineer,101228,GB,0,GB
771,2023,SE,FT,Data Engineer,136956,GB,0,GB
772,2023,SE,FT,Data Engineer,101228,GB,0,GB
773,2023,SE,FT,Data Engineer,252000,US,0,US
774,2023,SE,FT,Data Engineer,129000,US,0,US
775,2022,SE,FT,BI Developer,130000,US,100,US
776,2021,MI,FT,Data Science Lead,150000,US,100,US
777,2023,SE,FT,Data Engineer,163800,US,0,US
778,2023,SE,FT,Data Engineer,126000,US,0,US
779,2023,SE,FT,ML Engineer,260000,CA,100,CA
780,2023,SE,FT,ML Engineer,110000,CA,100,CA
781,2023,SE,FT,Analytics Engineer,170000,US,100,US
782,2023,SE,FT,Analytics Engineer,130000,US,100,US
783,2023,SE,FT,Machine Learning Engineer,247500,US,0,US
784,2023,SE,FT,Machine Learning Engineer,172200,US,0,US
785,2023,SE,FT,Data Scientist,239748,US,0,US
786,2023,SE,FT,Data Scientist,159832,US,0,US
787,2023,SE,FT,Machine Learning Engineer,163800,US,0,US
788,2023,SE,FT,Machine Learning Engineer,126000,US,0,US
789,2023,MI,FT,Data Scientist,128750,US,0,US
790,2023,MI,FT,Data Scientist,106250,US,0,US
791,2023,SE,FT,Data Engineer,252000,US,0,US
792,2023,SE,FT,Data Engineer,129000,US,0,US
793,2023,SE,FT,Data Science Manager,299500,US,0,US
794,2023,SE,FT,Data Science Manager,245100,US,0,US
795,2023,MI,FT,Data Analytics Manager,155000,US,0,US
796,2023,MI,FT,Data Analytics Manager,140000,US,0,US
797,2023,EX,FT,Data Engineer,167500,US,0,US
798,2023,EX,FT,Data Engineer,106500,US,0,US
799,2023,SE,FT,Data Architect,188500,US,100,US
800,2023,SE,FT,Data Architect,117000,US,100,US
801,2023,SE,FT,Data Analyst,250000,US,100,US
802,2023,SE,FT,Data Analyst,138000,US,100,US
803,2023,MI,FT,Data Analyst,130000,CA,100,CA
804,2023,MI,FT,Data Analyst,100000,CA,100,CA
805,2023,SE,FT,Deep Learning Researcher,123405,DE,0,DE
806,2023,SE,FT,Data Engineer,140000,US,0,US
807,2023,SE,FT,Data Engineer,120000,US,0,US
808,2023,SE,FT,BI Analyst,160000,US,0,US
809,2023,SE,FT,BI Analyst,135000,US,0,US
810,2023,MI,FT,Data Science Manager,104500,US,0,US
811,2023,MI,FT,Data Science Manager,70000,US,0,US
812,2023,MI,FT,Data Science Consultant,90000,US,0,US
813,2023,MI,FT,Data Science Consultant,70000,US,0,US
814,2023,SE,FT,Data Engineer,153600,US,100,US
815,2023,SE,FT,Data Engineer,106800,US,100,US
816,2023,EN,FT,Data Engineer,125000,US,0,US
817,2023,EN,FT,Data Engineer,90000,US,0,US
818,2023,MI,FT,Research Scientist,185000,US,100,US
819,2023,MI,FT,Research Scientist,125000,US,100,US
820,2023,SE,FT,Data Analyst,127000,US,100,US
821,2023,SE,FT,Data Analyst,94000,US,100,US
822,2023,SE,FT,Data Scientist,210550,US,0,US
823,2023,SE,FT,Data Scientist,153300,US,0,US
824,2023,MI,FT,Data Scientist,200000,US,100,US
825,2023,MI,FT,Data Scientist,150000,US,100,US
826,2023,SE,FT,Data Analyst,161500,US,100,US
827,2023,SE,FT,Data Analyst,119500,US,100,US
828,2023,SE,FT,Data Analyst,175000,US,0,US
829,2023,SE,FT,Data Analyst,145000,US,0,US
830,2023,SE,FT,Data Scientist,175000,US,0,US
831,2023,SE,FT,Data Scientist,148750,US,0,US
832,2023,SE,FT,Data Analytics Specialist,105000,US,0,US
833,2023,SE,FT,Data Analytics Specialist,85000,US,0,US
834,2023,SE,FT,Research Scientist,215000,US,0,US
835,2023,SE,FT,Research Scientist,146300,US,0,US
836,2023,EN,FT,AI Developer,214618,DE,100,DE
837,2023,MI,FT,Data Engineer,72000,MX,100,MX
838,2023,MI,FT,Data Engineer,60000,MX,100,MX
839,2023,SE,FT,Machine Learning Engineer,153400,US,0,US
840,2023,SE,FT,Machine Learning Engineer,122700,US,0,US
841,2023,MI,FT,Data Engineer,260000,US,0,US
842,2023,MI,FT,Data Engineer,175000,US,0,US
843,2023,SE,FT,Data Scientist,186300,US,100,US
844,2023,SE,FT,Data Scientist,123900,US,100,US
845,2023,MI,FT,Research Scientist,340000,US,100,US
846,2023,MI,FT,Research Scientist,150000,US,100,US
847,2023,SE,FT,Machine Learning Engineer,153400,US,0,US
848,2023,SE,FT,Machine Learning Engineer,122700,US,0,US
849,2023,MI,FT,Data Engineer,250000,US,0,US
850,2023,MI,FT,Data Engineer,175000,US,0,US
851,2023,MI,FT,Data Scientist,64385,FR,50,FR
852,2023,SE,FT,Data Analyst,185900,US,0,US
853,2023,SE,FT,Data Analyst,121700,US,0,US
854,2023,SE,FT,Data Analyst,153600,US,0,US
855,2023,SE,FT,Data Analyst,106800,US,0,US
856,2023,SE,FL,Software Data Engineer,50000,NG,50,AU
857,2023,EN,FT,Data Analyst,100000,UZ,100,US
858,2023,SE,FT,Machine Learning Engineer,247500,US,0,US
859,2023,SE,FT,Machine Learning Engineer,172200,US,0,US
860,2023,EX,FT,Data Engineer,310000,US,100,US
861,2023,EX,FT,Data Engineer,239000,US,100,US
862,2023,SE,FT,Data Analyst,125000,US,0,US
863,2023,SE,FT,Data Analyst,110000,US,0,US
864,2023,EN,FT,Data Analyst,150000,US,0,US
865,2023,EN,FT,Data Analyst,100000,US,0,US
866,2023,SE,FT,Data Scientist,149076,US,0,US
867,2023,SE,FT,Data Scientist,82365,US,0,US
868,2023,MI,FT,Data Engineer,146000,US,0,US
869,2023,MI,FT,Data Engineer,75000,US,0,US
870,2023,SE,FT,Machine Learning Engineer,139500,US,0,US
871,2023,SE,FT,Machine Learning Engineer,109400,US,0,US
872,2023,SE,FT,Data Engineer,139500,US,0,US
873,2023,SE,FT,Data Engineer,109400,US,0,US
874,2023,MI,FT,Data Engineer,149600,US,0,US
875,2023,MI,FT,Data Engineer,102000,US,0,US
876,2023,MI,FT,Data Analyst,97218,GB,0,GB
877,2023,MI,FT,Data Analyst,48609,GB,0,GB
878,2023,SE,FT,Data Engineer,252000,US,0,US
879,2023,SE,FT,Data Engineer,129000,US,0,US
880,2023,SE,FT,Data Analyst,95000,US,0,US
881,2023,SE,FT,Data Analyst,85500,US,0,US
882,2023,SE,FT,Data Analyst,185900,US,0,US
883,2023,SE,FT,Data Analyst,121700,US,0,US
884,2023,EN,FT,Research Scientist,150000,US,0,US
885,2023,EN,FT,Research Scientist,100000,US,0,US
886,2023,MI,FT,Data Engineer,145000,US,0,US
887,2023,MI,FT,Data Engineer,125000,US,0,US
888,2023,MI,FT,Data Scientist,150000,US,100,US
889,2023,MI,FT,Data Scientist,97750,US,100,US
890,2023,SE,FT,Data Scientist,201000,US,0,US
891,2023,SE,FT,Data Scientist,122000,US,0,US
892,2023,SE,FT,Data Engineer,252000,US,0,US
893,2023,SE,FT,Data Engineer,129000,US,0,US
894,2023,SE,FT,Data Analyst,120000,US,100,US
895,2023,SE,FT,Data Analyst,75000,US,100,US
896,2023,MI,FT,Data Scientist,116990,US,100,US
897,2023,MI,FT,Data Scientist,82920,US,100,US
898,2023,SE,FT,Data Scientist,185900,US,0,US
899,2023,SE,FT,Data Scientist,129300,US,0,US
900,2023,MI,FT,Machine Learning Scientist,200000,US,0,US
901,2023,MI,FT,Machine Learning Scientist,125000,US,0,US
902,2023,SE,FT,Data Scientist,201000,US,0,US
903,2023,SE,FT,Data Scientist,122000,US,0,US
904,2023,SE,FT,Machine Learning Engineer,204500,US,0,US
905,2023,SE,FT,Machine Learning Engineer,142200,US,0,US
906,2023,SE,FT,Data Manager,155000,US,0,US
907,2023,SE,FT,Data Manager,140000,US,0,US
908,2023,MI,FT,Machine Learning Infrastructure Engineer,205920,US,0,US
909,2023,MI,FT,Machine Learning Infrastructure Engineer,171600,US,0,US
910,2023,SE,FT,Data Engineer,121500,US,100,US
911,2023,SE,FT,Data Engineer,78000,US,100,US
912,2023,MI,FT,Data Engineer,154000,US,0,US
913,2023,MI,FT,Data Engineer,116000,US,0,US
914,2023,SE,FT,Data Scientist,190000,US,0,US
915,2023,SE,FT,Data Scientist,136000,US,0,US
916,2023,MI,FT,Data Analyst,78990,GB,100,GB
917,2023,MI,FT,Data Analyst,43809,GB,100,GB
918,2023,SE,FT,Data Analyst,180000,US,0,US
919,2023,SE,FT,Data Analyst,110000,US,0,US
920,2023,SE,FT,Data Scientist,275300,US,100,US
921,2023,SE,FT,Data Scientist,183000,US,100,US
922,2023,SE,FT,Data Engineer,170000,US,0,US
923,2023,SE,FT,Data Engineer,140000,US,0,US
924,2023,SE,FT,Data Engineer,154000,US,0,US
925,2023,SE,FT,Data Engineer,116000,US,0,US
926,2023,SE,FT,Data Engineer,160000,US,100,US
927,2023,SE,FT,Data Engineer,130000,US,100,US
928,2023,MI,FT,Data Engineer,200000,US,0,US
929,2023,MI,FT,Data Engineer,120000,US,0,US
930,2023,SE,FT,Data Scientist,175000,US,100,US
931,2023,SE,FT,Data Scientist,160000,US,100,US
932,2023,MI,FT,Data Engineer,127599,GB,0,GB
933,2023,MI,FT,Data Engineer,103294,GB,0,GB
934,2023,SE,FT,Data Engineer,153600,US,0,US
935,2023,SE,FT,Data Engineer,106800,US,0,US
936,2023,EN,FT,Data Analyst,85000,US,100,US
937,2023,EN,FT,Data Analyst,75000,US,100,US
938,2023,SE,FT,Data Scientist,225000,US,0,US
939,2023,SE,FT,Data Scientist,156400,US,0,US
940,2023,SE,FT,Analytics Engineer,150000,US,0,US
941,2023,SE,FT,Analytics Engineer,120000,US,0,US
942,2023,SE,FT,Machine Learning Engineer,163800,US,0,US
943,2023,SE,FT,Machine Learning Engineer,126000,US,0,US
944,2023,SE,FT,Data Analyst,145000,US,100,US
945,2023,SE,FT,Data Analyst,90000,US,100,US
946,2023,SE,FT,Machine Learning Engineer,204500,US,0,US
947,2023,SE,FT,Machine Learning Engineer,142200,US,0,US
948,2023,SE,FT,Data Analyst,95000,US,0,US
949,2023,SE,FT,Data Analyst,85500,US,0,US
950,2023,SE,FT,Data Engineer,167500,US,0,US
951,2023,SE,FT,Data Engineer,106500,US,0,US
952,2023,SE,FT,Data Engineer,163800,US,0,US
953,2023,SE,FT,Data Engineer,126000,US,0,US
954,2023,MI,FT,Data Analytics Manager,155000,US,0,US
955,2023,MI,FT,Data Analytics Manager,140000,US,0,US
956,2023,SE,FT,Research Scientist,250000,US,0,US
957,2023,SE,FT,Research Scientist,200000,US,0,US
958,2023,SE,FT,Data Scientist,260000,US,0,US
959,2023,SE,FT,Data Scientist,186000,US,0,US
960,2023,SE,FT,Data Engineer,160000,US,100,US
961,2023,SE,FT,Data Engineer,130000,US,100,US
962,2023,SE,FT,Research Scientist,200000,US,0,US
963,2023,SE,FT,Research Scientist,150000,US,0,US
964,2023,SE,FT,Data Scientist,48289,ES,0,ES
965,2023,SE,FT,Data Scientist,38631,ES,0,ES
966,2023,SE,FT,Data Scientist,150000,US,0,US
967,2023,SE,FT,Data Scientist,120000,US,0,US
968,2023,EN,FT,Data Analyst,30000,IN,50,IN
969,2023,MI,FT,Research Scientist,185000,US,0,US
970,2023,MI,FT,Research Scientist,125000,US,0,US
971,2022,EN,PT,Data Analyst,34320,US,100,US
972,2022,MI,FT,Business Data Analyst,9289,BR,100,BR
973,2023,SE,FT,Head of Data,75116,PT,100,PT
974,2022,EX,FT,Data Science Manager,106000,UZ,0,RU
975,2023,SE,FT,Data Analyst,175000,US,100,US
976,2023,SE,FT,Data Analyst,130000,US,100,US
977,2023,SE,FT,Data Analyst,122000,US,100,US
978,2023,SE,FT,Data Analyst,93800,US,100,US
979,2023,SE,FT,Data Science Manager,150000,MX,100,MX
980,2023,SE,FT,Data Science Manager,90000,MX,100,MX
981,2023,SE,FT,Data Analyst,165000,US,100,US
982,2023,SE,FT,Data Analyst,112000,US,100,US
983,2023,EN,FT,Computer Vision Engineer,220000,US,0,US
984,2023,SE,FT,BI Data Analyst,71897,DE,100,DE
985,2023,EN,FT,AI Developer,64385,DE,0,DE
986,2023,SE,FT,Machine Learning Engineer,204500,US,0,US
987,2023,SE,FT,Machine Learning Engineer,142200,US,0,US
988,2023,SE,FT,Data Analyst,15806,IN,100,IN
989,2023,MI,FT,Machine Learning Engineer,200000,US,0,US
990,2023,MI,FT,Machine Learning Engineer,175000,US,0,US
991,2023,SE,FT,Data Engineer,185900,US,0,US
992,2023,SE,FT,Data Engineer,129300,US,0,US
993,2023,SE,FT,Data Analyst,185900,US,0,US
994,2023,SE,FT,Data Analyst,121700,US,0,US
995,2023,SE,FT,Machine Learning Engineer,204500,US,0,US
996,2023,SE,FT,Machine Learning Engineer,142200,US,0,US
997,2023,MI,FT,Data Scientist,40000,FR,50,FR
